0.019 0.040 0.078 0.055 0.062 0.020 0.119 0.121 0.133 140727.441
0.022 0.040 0.080 0.052 0.060 0.018 0.119 0.124 0.135 140757.468
0.021 0.040 0.077 0.052 0.059 0.021 0.121 0.127 0.136 140787.489
0.023 0.038 0.074 0.057 0.056 0.018 0.122 0.126 0.133 140817.515
0.022 0.040 0.077 0.055 0.060 0.019 0.121 0.118 0.135 140847.541
0.022 0.037 0.077 0.052 0.060 0.019 0.124 0.124 0.131 140877.567
0.023 0.041 0.074 0.055 0.061 0.020 0.124 0.120 0.140 140907.594
0.022 0.042 0.084 0.052 0.058 0.020 0.122 0.124 0.138 140937.620
0.023 0.038 0.074 0.056 0.057 0.020 0.121 0.119 0.133 140967.646
0.022 0.041 0.077 0.056 0.061 0.020 0.121 0.125 0.133 140997.655
0.021 0.041 0.077 0.050 0.061 0.020 0.125 0.123 0.136 141027.681
0.020 0.039 0.077 0.050 0.059 0.020 0.128 0.123 0.128 141057.682
0.021 0.043 0.068 0.054 0.058 0.018 0.124 0.122 0.146 141087.692
0.025 0.041 0.078 0.053 0.062 0.018 0.124 0.122 0.145 141117.718
0.022 0.041 0.082 0.051 0.062 0.020 0.120 0.128 0.132 141147.744
0.022 0.040 0.070 0.053 0.060 0.017 0.124 0.121 0.141 141177.749
0.021 0.041 0.075 0.052 0.064 0.020 0.126 0.125 0.133 141207.759
0.023 0.041 0.079 0.055 0.059 0.020 0.124 0.131 0.140 141237.773
