0.022 0.086 0.059 0.082 0.088 0.023 0.119 0.122 0.025 77848.051
0.021 0.071 0.062 0.079 0.090 0.022 0.122 0.121 0.025 77878.078
0.022 0.071 0.062 0.071 0.081 0.023 0.124 0.123 0.026 77908.104
0.022 0.079 0.065 0.078 0.086 0.024 0.124 0.122 0.028 77938.130
0.023 0.076 0.057 0.073 0.088 0.024 0.122 0.124 0.026 77968.156
0.024 0.066 0.062 0.077 0.082 0.024 0.126 0.120 0.027 77998.165
0.023 0.075 0.062 0.075 0.085 0.025 0.124 0.123 0.025 78028.183
0.023 0.066 0.059 0.080 0.080 0.024 0.120 0.127 0.026 78058.208
0.022 0.074 0.070 0.076 0.087 0.022 0.126 0.124 0.027 78088.234
0.023 0.079 0.077 0.076 0.080 0.024 0.124 0.123 0.027 78118.253
0.023 0.084 0.062 0.082 0.081 0.024 0.126 0.125 0.026 78148.275
0.023 0.086 0.062 0.083 0.086 0.024 0.128 0.120 0.025 78178.301
0.022 0.072 0.069 0.077 0.083 0.021 0.125 0.129 0.026 78208.323
0.023 0.071 0.065 0.083 0.080 0.025 0.124 0.125 0.025 78238.334
0.023 0.083 0.059 0.084 0.082 0.024 0.122 0.126 0.025 78268.343
0.023 0.068 0.061 0.080 0.085 0.023 0.127 0.125 0.029 78298.369
0.022 0.083 0.064 0.080 0.086 0.024 0.132 0.125 0.025 78328.395
0.023 0.063 0.060 0.080 0.085 0.024 0.125 0.128 0.028 78358.421
