0.025 0.052 0.060 0.066 0.067 0.020 0.117 0.122 0.162 118533.490
0.025 0.054 0.062 0.062 0.062 0.020 0.124 0.122 0.147 118563.516
0.025 0.053 0.068 0.061 0.062 0.022 0.120 0.121 0.150 118593.530
0.027 0.051 0.065 0.069 0.062 0.022 0.128 0.124 0.145 118623.556
0.025 0.055 0.065 0.064 0.060 0.020 0.121 0.124 0.154 118653.570
0.025 0.054 0.066 0.066 0.066 0.021 0.121 0.125 0.147 118683.596
0.024 0.050 0.068 0.062 0.064 0.020 0.126 0.127 0.154 118713.622
0.023 0.054 0.065 0.061 0.064 0.024 0.123 0.123 0.144 118743.648
0.023 0.053 0.063 0.059 0.064 0.020 0.129 0.124 0.154 118773.664
0.025 0.052 0.065 0.060 0.065 0.019 0.124 0.124 0.147 118803.677
0.023 0.054 0.066 0.061 0.064 0.020 0.124 0.125 0.144 118833.702
0.025 0.055 0.065 0.061 0.064 0.020 0.128 0.124 0.144 118863.716
0.024 0.054 0.067 0.066 0.064 0.019 0.124 0.124 0.157 118893.730
0.022 0.052 0.068 0.062 0.063 0.020 0.126 0.129 0.159 118923.756
0.022 0.053 0.071 0.064 0.065 0.020 0.123 0.128 0.148 118953.782
0.021 0.052 0.064 0.064 0.064 0.020 0.124 0.127 0.145 118983.809
0.023 0.052 0.068 0.064 0.072 0.021 0.122 0.124 0.150 119013.827
0.023 0.053 0.071 0.060 0.065 0.020 0.130 0.128 0.147 119043.829
