0.076 0.069 0.075 0.049 0.072 0.016 0.123 0.124 0.065 479292.609
0.077 0.073 0.074 0.056 0.072 0.017 0.125 0.127 0.072 479322.635
0.074 0.070 0.078 0.060 0.071 0.017 0.125 0.127 0.072 479352.661
0.077 0.071 0.080 0.051 0.072 0.018 0.124 0.131 0.072 479382.688
0.073 0.069 0.080 0.056 0.072 0.016 0.126 0.131 0.064 479412.703
0.072 0.071 0.081 0.058 0.069 0.016 0.123 0.133 0.070 479442.703
0.072 0.072 0.076 0.055 0.071 0.017 0.123 0.128 0.069 479472.704
0.076 0.072 0.077 0.050 0.069 0.017 0.126 0.129 0.068 479502.727
0.080 0.072 0.080 0.052 0.072 0.018 0.121 0.131 0.072 479532.754
0.076 0.075 0.075 0.059 0.070 0.017 0.128 0.126 0.069 479562.780
0.074 0.078 0.083 0.053 0.072 0.018 0.125 0.127 0.067 479592.806
0.072 0.072 0.080 0.055 0.072 0.016 0.123 0.126 0.068 479622.832
0.079 0.073 0.080 0.055 0.070 0.018 0.128 0.130 0.071 479652.853
0.073 0.074 0.074 0.055 0.074 0.018 0.125 0.128 0.071 479682.879
0.076 0.075 0.080 0.054 0.072 0.020 0.122 0.129 0.068 479712.905
0.077 0.075 0.077 0.056 0.073 0.018 0.128 0.130 0.077 479742.931
0.076 0.073 0.084 0.059 0.074 0.018 0.124 0.132 0.073 479772.958
0.074 0.073 0.081 0.054 0.072 0.019 0.126 0.138 0.074 479802.984
