0.093 0.013 0.018 0.065 0.138 0.026 0.112 0.113 0.096 357747.152
0.092 0.016 0.021 0.065 0.136 0.026 0.117 0.118 0.108 357777.174
0.093 0.016 0.018 0.064 0.137 0.026 0.122 0.118 0.105 357807.187
0.094 0.015 0.018 0.064 0.133 0.027 0.125 0.128 0.109 357837.191
0.093 0.014 0.021 0.066 0.134 0.029 0.126 0.119 0.104 357867.217
0.098 0.014 0.021 0.068 0.138 0.028 0.126 0.126 0.109 357897.243
0.096 0.014 0.018 0.068 0.137 0.028 0.116 0.117 0.100 357927.269
0.095 0.013 0.018 0.070 0.136 0.029 0.119 0.120 0.102 357957.274
0.098 0.014 0.019 0.066 0.134 0.029 0.117 0.125 0.103 357987.282
0.098 0.014 0.020 0.070 0.137 0.031 0.133 0.122 0.106 358017.309
0.093 0.014 0.020 0.069 0.139 0.030 0.128 0.121 0.095 358047.309
0.097 0.014 0.021 0.069 0.130 0.027 0.126 0.112 0.099 358077.312
0.099 0.015 0.021 0.073 0.137 0.028 0.124 0.112 0.107 358107.323
0.099 0.014 0.018 0.071 0.134 0.027 0.131 0.126 0.103 358137.335
0.100 0.014 0.018 0.069 0.134 0.028 0.128 0.129 0.097 358167.361
0.096 0.014 0.018 0.069 0.138 0.027 0.128 0.125 0.100 358197.387
0.100 0.014 0.021 0.070 0.133 0.027 0.129 0.123 0.101 358227.401
0.099 0.014 0.019 0.075 0.135 0.028 0.127 0.123 0.110 358257.410
