0.017 0.124 0.103 0.088 0.090 0.026 0.121 0.127 0.018 311859.106
0.021 0.127 0.099 0.089 0.091 0.026 0.118 0.124 0.019 311889.133
0.019 0.120 0.106 0.090 0.086 0.026 0.121 0.123 0.019 311919.159
0.019 0.125 0.107 0.087 0.093 0.023 0.129 0.125 0.019 311949.176
0.020 0.125 0.120 0.090 0.095 0.026 0.123 0.122 0.018 311979.202
0.022 0.123 0.104 0.084 0.089 0.026 0.122 0.124 0.019 312009.228
0.019 0.128 0.116 0.086 0.091 0.028 0.122 0.128 0.019 312039.229
0.019 0.118 0.101 0.089 0.093 0.026 0.123 0.128 0.019 312069.244
0.023 0.126 0.114 0.101 0.091 0.025 0.126 0.126 0.020 312099.270
0.019 0.121 0.132 0.091 0.094 0.026 0.122 0.125 0.019 312129.281
0.017 0.134 0.117 0.094 0.088 0.024 0.130 0.132 0.020 312159.294
0.018 0.121 0.109 0.087 0.090 0.025 0.123 0.123 0.019 312189.301
0.018 0.124 0.108 0.093 0.090 0.024 0.124 0.130 0.018 312219.327
0.021 0.123 0.111 0.088 0.092 0.025 0.129 0.129 0.020 312249.345
0.018 0.134 0.106 0.083 0.088 0.026 0.136 0.124 0.018 312279.347
0.020 0.118 0.113 0.093 0.090 0.027 0.126 0.124 0.019 312309.368
0.017 0.134 0.120 0.097 0.090 0.026 0.131 0.129 0.020 312339.394
0.021 0.124 0.111 0.096 0.090 0.025 0.131 0.127 0.019 312369.401
