0.062 0.114 0.027 0.060 0.100 0.026 0.121 0.120 0.017 297211.163
0.065 0.117 0.027 0.052 0.091 0.024 0.121 0.126 0.016 297241.178
0.068 0.123 0.027 0.055 0.094 0.024 0.124 0.120 0.017 297271.178
0.071 0.123 0.027 0.051 0.096 0.025 0.124 0.122 0.017 297301.198
0.064 0.123 0.028 0.053 0.096 0.024 0.124 0.127 0.017 297331.224
0.068 0.121 0.027 0.054 0.091 0.025 0.124 0.123 0.018 297361.243
0.068 0.123 0.027 0.052 0.093 0.026 0.125 0.129 0.018 297391.251
0.062 0.128 0.029 0.053 0.098 0.027 0.131 0.121 0.019 297421.278
0.068 0.122 0.029 0.059 0.098 0.027 0.128 0.123 0.018 297451.298
0.062 0.114 0.028 0.053 0.100 0.025 0.124 0.125 0.019 297481.325
0.066 0.118 0.027 0.055 0.097 0.028 0.126 0.125 0.019 297511.351
0.059 0.120 0.027 0.053 0.099 0.025 0.131 0.120 0.017 297541.377
0.062 0.123 0.029 0.059 0.096 0.025 0.130 0.120 0.016 297571.403
0.062 0.120 0.027 0.057 0.096 0.026 0.133 0.129 0.019 297601.429
0.060 0.126 0.028 0.058 0.099 0.028 0.127 0.127 0.017 297631.455
0.065 0.120 0.027 0.055 0.099 0.027 0.128 0.125 0.017 297661.461
0.065 0.120 0.028 0.050 0.105 0.024 0.136 0.128 0.018 297691.487
0.061 0.123 0.027 0.054 0.099 0.026 0.129 0.133 0.019 297721.513
