0.032 0.051 0.078 0.075 0.056 0.019 0.117 0.124 0.126 155308.914
0.035 0.051 0.077 0.072 0.062 0.020 0.125 0.122 0.114 155338.933
0.036 0.046 0.077 0.075 0.055 0.018 0.124 0.119 0.110 155368.944
0.034 0.054 0.080 0.079 0.051 0.018 0.122 0.125 0.118 155398.970
0.035 0.053 0.079 0.086 0.053 0.020 0.120 0.123 0.132 155428.978
0.037 0.054 0.075 0.080 0.058 0.019 0.118 0.126 0.128 155459.004
0.038 0.052 0.077 0.082 0.055 0.019 0.122 0.127 0.122 155489.020
0.036 0.050 0.082 0.084 0.055 0.020 0.123 0.120 0.123 155519.036
0.036 0.053 0.085 0.084 0.055 0.020 0.120 0.127 0.116 155549.052
0.039 0.052 0.077 0.078 0.056 0.020 0.122 0.126 0.115 155579.053
0.038 0.053 0.083 0.082 0.051 0.017 0.124 0.126 0.115 155609.079
0.039 0.052 0.083 0.080 0.054 0.019 0.124 0.124 0.124 155639.105
0.041 0.055 0.086 0.081 0.055 0.019 0.122 0.121 0.118 155669.132
0.041 0.052 0.086 0.081 0.053 0.021 0.122 0.126 0.122 155699.158
0.041 0.051 0.077 0.084 0.055 0.020 0.126 0.127 0.122 155729.184
0.037 0.052 0.091 0.083 0.052 0.020 0.125 0.129 0.116 155759.185
0.039 0.055 0.080 0.078 0.055 0.019 0.126 0.121 0.126 155789.204
0.036 0.053 0.080 0.080 0.055 0.020 0.130 0.133 0.116 155819.228
