0.086 0.062 0.027 0.049 0.072 0.080 0.120 0.130 0.033 448092.037
0.085 0.059 0.027 0.050 0.074 0.078 0.117 0.128 0.032 448122.063
0.088 0.062 0.027 0.051 0.072 0.076 0.122 0.128 0.031 448152.089
0.086 0.061 0.027 0.053 0.072 0.072 0.120 0.130 0.031 448182.105
0.090 0.062 0.029 0.051 0.074 0.084 0.125 0.129 0.032 448212.106
0.090 0.061 0.028 0.049 0.076 0.080 0.127 0.129 0.033 448242.132
0.087 0.066 0.029 0.054 0.073 0.079 0.127 0.133 0.033 448272.158
0.090 0.059 0.027 0.050 0.072 0.076 0.124 0.131 0.032 448302.183
0.083 0.062 0.026 0.052 0.072 0.083 0.124 0.138 0.033 448332.210
0.089 0.059 0.030 0.049 0.072 0.075 0.125 0.133 0.034 448362.235
0.087 0.064 0.027 0.050 0.075 0.076 0.125 0.131 0.032 448392.238
0.085 0.066 0.030 0.048 0.076 0.080 0.126 0.130 0.032 448422.254
0.090 0.061 0.027 0.053 0.072 0.084 0.124 0.136 0.035 448452.280
0.089 0.064 0.027 0.049 0.076 0.080 0.126 0.134 0.034 448482.292
0.091 0.061 0.027 0.050 0.075 0.082 0.127 0.137 0.031 448512.318
0.089 0.059 0.027 0.054 0.075 0.082 0.131 0.131 0.036 448542.345
0.090 0.061 0.029 0.058 0.074 0.082 0.121 0.133 0.033 448572.371
0.090 0.062 0.028 0.055 0.075 0.075 0.129 0.136 0.032 448602.397
