0.073 0.023 0.068 0.072 0.082 0.021 0.122 0.123 0.064 61319.382
0.075 0.020 0.076 0.074 0.086 0.020 0.121 0.127 0.060 61349.408
0.075 0.020 0.067 0.066 0.087 0.021 0.117 0.130 0.065 61379.409
0.076 0.023 0.079 0.074 0.092 0.022 0.126 0.130 0.064 61409.435
0.070 0.021 0.066 0.074 0.082 0.020 0.118 0.128 0.064 61439.462
0.088 0.020 0.077 0.074 0.081 0.021 0.123 0.127 0.064 61469.463
0.084 0.020 0.069 0.077 0.086 0.024 0.124 0.128 0.072 61499.489
0.066 0.021 0.068 0.077 0.093 0.021 0.122 0.124 0.062 61529.515
0.069 0.021 0.067 0.073 0.083 0.022 0.124 0.124 0.063 61559.541
0.072 0.020 0.068 0.077 0.088 0.023 0.122 0.129 0.066 61589.568
0.071 0.020 0.074 0.075 0.090 0.024 0.123 0.127 0.064 61619.594
0.069 0.020 0.065 0.073 0.086 0.019 0.129 0.129 0.063 61649.607
0.080 0.021 0.071 0.077 0.086 0.023 0.124 0.129 0.064 61679.618
0.063 0.021 0.066 0.076 0.087 0.022 0.122 0.131 0.067 61709.641
0.064 0.020 0.065 0.080 0.086 0.020 0.123 0.131 0.065 61739.651
0.064 0.021 0.068 0.073 0.081 0.023 0.126 0.133 0.065 61769.677
0.059 0.021 0.071 0.076 0.088 0.022 0.126 0.128 0.069 61799.703
0.068 0.021 0.075 0.074 0.089 0.022 0.125 0.127 0.065 61829.713
