0.039 0.029 0.024 0.030 0.028 0.012 0.024 0.023 0.030 4202.097
0.035 0.031 0.024 0.029 0.028 0.012 0.022 0.022 0.031 4232.124
0.039 0.031 0.027 0.029 0.028 0.013 0.025 0.021 0.030 4262.131
0.038 0.031 0.027 0.029 0.029 0.013 0.026 0.022 0.031 4292.158
0.036 0.032 0.025 0.030 0.028 0.013 0.024 0.022 0.031 4322.184
0.039 0.033 0.026 0.030 0.028 0.013 0.024 0.022 0.031 4352.186
0.040 0.034 0.024 0.029 0.030 0.013 0.025 0.024 0.032 4382.207
0.037 0.033 0.025 0.029 0.031 0.013 0.025 0.023 0.032 4412.226
0.040 0.032 0.027 0.031 0.029 0.015 0.024 0.024 0.032 4442.235
0.042 0.034 0.026 0.032 0.030 0.012 0.028 0.024 0.031 4472.262
0.038 0.033 0.026 0.031 0.029 0.013 0.025 0.024 0.031 4502.262
0.041 0.031 0.026 0.030 0.029 0.015 0.026 0.023 0.034 4532.288
0.041 0.034 0.026 0.029 0.029 0.014 0.026 0.024 0.033 4562.314
0.043 0.034 0.027 0.031 0.032 0.013 0.027 0.025 0.036 4592.325
0.042 0.035 0.028 0.032 0.031 0.012 0.026 0.026 0.032 4622.337
0.041 0.033 0.027 0.029 0.033 0.012 0.026 0.025 0.034 4652.356
0.043 0.034 0.029 0.030 0.031 0.014 0.028 0.024 0.034 4682.382
0.043 0.034 0.028 0.032 0.031 0.013 0.026 0.025 0.034 4712.383
