0.025 0.019 0.049 0.074 0.087 0.020 0.122 0.120 0.025 50517.378
0.021 0.020 0.050 0.075 0.085 0.016 0.121 0.121 0.026 50547.404
0.022 0.019 0.051 0.070 0.083 0.019 0.123 0.118 0.027 50577.430
0.022 0.019 0.055 0.067 0.083 0.020 0.123 0.120 0.027 50607.449
0.021 0.019 0.049 0.073 0.082 0.020 0.124 0.124 0.027 50637.475
0.023 0.020 0.047 0.075 0.081 0.019 0.121 0.125 0.027 50667.475
0.023 0.019 0.047 0.070 0.087 0.020 0.126 0.120 0.027 50697.502
0.026 0.019 0.056 0.075 0.086 0.022 0.127 0.125 0.027 50727.528
0.023 0.020 0.046 0.074 0.081 0.016 0.124 0.127 0.027 50757.554
0.023 0.020 0.047 0.073 0.089 0.020 0.133 0.124 0.029 50787.581
0.026 0.020 0.053 0.071 0.083 0.020 0.127 0.122 0.027 50817.607
0.023 0.020 0.047 0.074 0.080 0.020 0.122 0.129 0.027 50847.633
0.023 0.019 0.050 0.076 0.077 0.020 0.124 0.127 0.027 50877.645
0.026 0.019 0.049 0.077 0.077 0.018 0.131 0.123 0.027 50907.654
0.024 0.019 0.048 0.077 0.076 0.020 0.124 0.122 0.029 50937.666
0.023 0.019 0.052 0.081 0.085 0.020 0.124 0.125 0.029 50967.693
0.023 0.020 0.044 0.071 0.078 0.020 0.125 0.125 0.029 50997.702
0.023 0.019 0.047 0.071 0.077 0.019 0.127 0.126 0.027 51027.729
