0.102 0.019 0.036 0.056 0.028 0.096 0.118 0.129 0.017 418309.754
0.097 0.017 0.034 0.055 0.028 0.096 0.129 0.133 0.018 418339.777
0.095 0.017 0.036 0.057 0.028 0.097 0.123 0.124 0.017 418369.789
0.099 0.018 0.036 0.057 0.029 0.099 0.126 0.125 0.018 418399.796
0.096 0.018 0.036 0.052 0.029 0.105 0.129 0.127 0.018 418429.822
0.097 0.017 0.036 0.055 0.027 0.100 0.124 0.132 0.018 418459.849
0.094 0.017 0.036 0.055 0.028 0.100 0.125 0.130 0.016 418489.857
0.095 0.016 0.038 0.056 0.028 0.105 0.139 0.127 0.018 418519.883
0.099 0.017 0.037 0.055 0.029 0.104 0.128 0.132 0.019 418549.909
0.099 0.017 0.036 0.059 0.029 0.097 0.123 0.129 0.018 418579.935
0.097 0.018 0.039 0.054 0.028 0.100 0.126 0.126 0.017 418609.960
0.098 0.017 0.039 0.056 0.027 0.099 0.136 0.131 0.017 418639.969
0.099 0.017 0.039 0.054 0.028 0.098 0.123 0.135 0.019 418669.976
0.097 0.017 0.039 0.053 0.029 0.099 0.127 0.130 0.016 418699.978
0.097 0.018 0.040 0.057 0.028 0.099 0.128 0.131 0.017 418730.005
0.096 0.017 0.039 0.055 0.029 0.103 0.131 0.130 0.017 418760.031
0.098 0.019 0.040 0.058 0.028 0.103 0.128 0.127 0.018 418790.047
0.097 0.017 0.040 0.052 0.028 0.098 0.131 0.134 0.017 418820.070
