0.019 0.120 0.126 0.089 0.085 0.024 0.119 0.119 0.017 313760.997
0.017 0.123 0.125 0.090 0.089 0.024 0.119 0.121 0.020 313791.023
0.020 0.118 0.121 0.092 0.086 0.028 0.121 0.123 0.020 313821.035
0.020 0.123 0.120 0.091 0.085 0.026 0.120 0.124 0.021 313851.062
0.019 0.117 0.132 0.095 0.084 0.025 0.123 0.124 0.020 313881.088
0.018 0.124 0.117 0.096 0.085 0.025 0.127 0.121 0.019 313911.114
0.017 0.130 0.130 0.094 0.083 0.026 0.121 0.125 0.019 313941.140
0.019 0.130 0.126 0.097 0.087 0.026 0.131 0.120 0.022 313971.167
0.020 0.130 0.121 0.091 0.085 0.027 0.122 0.128 0.021 314001.193
0.018 0.130 0.131 0.097 0.084 0.026 0.126 0.124 0.022 314031.197
0.017 0.124 0.127 0.093 0.090 0.025 0.126 0.127 0.022 314061.222
0.020 0.132 0.123 0.094 0.084 0.026 0.122 0.128 0.019 314091.239
0.017 0.124 0.135 0.093 0.090 0.024 0.128 0.127 0.019 314121.253
0.019 0.123 0.135 0.095 0.086 0.027 0.122 0.124 0.020 314151.262
0.018 0.119 0.127 0.088 0.088 0.026 0.129 0.125 0.020 314181.268
0.019 0.124 0.144 0.089 0.086 0.026 0.128 0.134 0.022 314211.294
0.018 0.129 0.145 0.088 0.083 0.027 0.123 0.119 0.020 314241.318
0.018 0.137 0.137 0.090 0.084 0.024 0.130 0.124 0.020 314271.333
