0.097 0.018 0.054 0.050 0.028 0.095 0.122 0.124 0.017 420850.736
0.096 0.018 0.059 0.054 0.028 0.099 0.122 0.130 0.019 420880.762
0.093 0.018 0.054 0.052 0.027 0.096 0.127 0.124 0.020 420910.781
0.095 0.017 0.055 0.055 0.027 0.099 0.121 0.125 0.018 420940.784
0.093 0.019 0.056 0.053 0.028 0.097 0.134 0.124 0.019 420970.810
0.093 0.017 0.056 0.053 0.027 0.100 0.131 0.128 0.019 421000.819
0.095 0.018 0.057 0.056 0.028 0.096 0.137 0.129 0.020 421030.846
0.096 0.017 0.056 0.055 0.026 0.096 0.127 0.123 0.020 421060.872
0.097 0.017 0.057 0.057 0.026 0.099 0.139 0.126 0.019 421090.875
0.097 0.017 0.059 0.053 0.027 0.100 0.119 0.128 0.018 421120.901
0.096 0.018 0.058 0.055 0.028 0.098 0.136 0.124 0.019 421150.921
0.099 0.017 0.062 0.056 0.028 0.103 0.138 0.126 0.019 421180.935
0.097 0.018 0.061 0.054 0.026 0.102 0.130 0.127 0.019 421210.961
0.098 0.018 0.059 0.055 0.028 0.099 0.124 0.130 0.019 421240.987
0.096 0.018 0.057 0.055 0.028 0.100 0.134 0.124 0.019 421271.012
0.097 0.018 0.060 0.055 0.026 0.101 0.140 0.127 0.019 421301.038
0.097 0.019 0.061 0.058 0.028 0.097 0.129 0.125 0.019 421331.054
0.097 0.018 0.059 0.060 0.026 0.096 0.133 0.129 0.019 421361.080
