0.127 0.080 0.127 0.123 0.062 0.110 0.122 282936.716
0.129 0.080 0.126 0.131 0.064 0.124 0.122 282966.743
0.127 0.080 0.137 0.114 0.061 0.108 0.122 282996.745
0.127 0.079 0.132 0.128 0.064 0.110 0.122 283026.772
0.122 0.076 0.123 0.124 0.062 0.117 0.121 283056.799
0.127 0.076 0.124 0.112 0.064 0.119 0.122 283086.812
0.126 0.087 0.125 0.118 0.061 0.118 0.121 283116.839
0.132 0.079 0.132 0.121 0.060 0.121 0.123 283146.853
0.123 0.075 0.121 0.117 0.060 0.109 0.118 283176.880
0.135 0.079 0.124 0.132 0.059 0.115 0.129 283206.889
0.124 0.079 0.131 0.123 0.062 0.118 0.129 283236.916
0.125 0.078 0.128 0.118 0.064 0.110 0.124 283266.937
0.132 0.082 0.127 0.124 0.058 0.115 0.128 283296.941
0.131 0.085 0.124 0.118 0.062 0.114 0.122 283326.963
0.132 0.085 0.125 0.135 0.060 0.117 0.129 283356.990
0.128 0.079 0.124 0.124 0.059 0.116 0.131 283387.015
0.132 0.082 0.124 0.127 0.059 0.125 0.127 283417.042
0.124 0.080 0.127 0.119 0.059 0.113 0.128 283447.051
0.128 0.078 0.127 0.117 0.059 0.120 0.127 283477.054
