0.131 0.175 0.137 0.145 0.172 0.111 0.125 180320.612
0.136 0.189 0.131 0.155 0.186 0.112 0.117 180350.615
0.127 0.187 0.145 0.145 0.164 0.109 0.120 180380.622
0.133 0.199 0.138 0.146 0.176 0.112 0.120 180410.626
0.136 0.189 0.135 0.155 0.158 0.114 0.124 180440.638
0.134 0.187 0.135 0.142 0.171 0.111 0.127 180470.661
0.131 0.182 0.136 0.151 0.175 0.113 0.124 180500.680
0.136 0.179 0.137 0.169 0.165 0.112 0.127 180530.691
0.140 0.190 0.133 0.155 0.170 0.113 0.125 180560.718
0.133 0.187 0.141 0.151 0.171 0.114 0.127 180590.744
0.139 0.193 0.135 0.152 0.168 0.113 0.128 180620.771
0.134 0.185 0.132 0.150 0.182 0.116 0.125 180650.775
0.144 0.186 0.147 0.151 0.170 0.118 0.128 180680.801
0.142 0.197 0.138 0.163 0.170 0.115 0.128 180710.824
0.146 0.188 0.138 0.150 0.178 0.115 0.128 180740.837
0.137 0.182 0.141 0.147 0.169 0.114 0.125 180770.857
0.136 0.172 0.138 0.135 0.174 0.116 0.125 180800.884
0.142 0.178 0.138 0.152 0.177 0.115 0.136 180830.911
0.137 0.197 0.144 0.152 0.165 0.113 0.128 180860.938
