0.021 0.019 0.020 0.029 0.028 0.099 0.126 388779.642
0.020 0.017 0.018 0.029 0.029 0.106 0.133 388809.651
0.020 0.018 0.020 0.029 0.029 0.097 0.128 388839.678
0.021 0.019 0.021 0.028 0.028 0.097 0.134 388869.695
0.019 0.018 0.018 0.030 0.028 0.102 0.134 388899.721
0.016 0.018 0.019 0.029 0.028 0.101 0.128 388929.737
0.019 0.018 0.018 0.030 0.028 0.102 0.124 388959.764
0.020 0.017 0.019 0.029 0.028 0.100 0.133 388989.775
0.021 0.019 0.021 0.030 0.028 0.099 0.128 389019.802
0.020 0.019 0.020 0.029 0.030 0.100 0.129 389049.812
0.021 0.018 0.018 0.031 0.028 0.099 0.129 389079.818
0.019 0.019 0.018 0.029 0.029 0.099 0.138 389109.827
0.021 0.018 0.019 0.029 0.029 0.101 0.133 389139.853
0.021 0.019 0.020 0.029 0.028 0.099 0.129 389169.855
0.021 0.019 0.020 0.028 0.030 0.103 0.137 389199.881
0.021 0.019 0.022 0.028 0.028 0.099 0.135 389229.897
0.019 0.019 0.019 0.029 0.029 0.100 0.140 389259.923
0.019 0.017 0.020 0.029 0.031 0.101 0.140 389289.950
0.018 0.016 0.020 0.029 0.028 0.099 0.138 389319.969
