0.020 0.019 0.019 0.031 0.028 0.095 0.128 374291.312
0.021 0.019 0.021 0.029 0.028 0.095 0.132 374321.339
0.019 0.020 0.021 0.029 0.028 0.094 0.139 374351.347
0.020 0.019 0.018 0.031 0.026 0.095 0.131 374381.374
0.017 0.017 0.020 0.029 0.028 0.095 0.128 374411.401
0.019 0.018 0.020 0.029 0.028 0.096 0.136 374441.428
0.024 0.019 0.019 0.029 0.028 0.094 0.129 374471.455
0.021 0.019 0.018 0.030 0.028 0.095 0.138 374501.482
0.021 0.018 0.020 0.030 0.028 0.098 0.135 374531.508
0.022 0.020 0.018 0.030 0.028 0.095 0.131 374561.531
0.021 0.018 0.018 0.029 0.027 0.095 0.131 374591.539
0.023 0.021 0.021 0.030 0.028 0.096 0.131 374621.566
0.019 0.018 0.019 0.029 0.028 0.097 0.135 374651.593
0.026 0.019 0.020 0.030 0.028 0.098 0.131 374681.620
0.020 0.018 0.021 0.030 0.029 0.097 0.128 374711.646
0.019 0.019 0.021 0.029 0.029 0.097 0.133 374741.656
0.023 0.019 0.018 0.029 0.028 0.097 0.136 374771.683
0.021 0.018 0.020 0.028 0.028 0.095 0.138 374801.710
0.018 0.017 0.020 0.029 0.029 0.097 0.134 374831.737
