0.043 0.040 0.019 0.035 0.026 0.092 0.117 331886.607
0.043 0.038 0.021 0.035 0.027 0.094 0.116 331916.634
0.042 0.038 0.021 0.035 0.027 0.092 0.122 331946.661
0.042 0.037 0.021 0.035 0.028 0.094 0.130 331976.668
0.049 0.035 0.019 0.036 0.026 0.092 0.129 332006.694
0.043 0.038 0.020 0.034 0.028 0.094 0.140 332036.713
0.043 0.040 0.020 0.034 0.027 0.093 0.138 332066.740
0.042 0.039 0.020 0.034 0.028 0.094 0.131 332096.750
0.042 0.039 0.021 0.035 0.027 0.094 0.130 332126.768
0.043 0.035 0.021 0.035 0.026 0.093 0.125 332156.776
0.038 0.038 0.020 0.033 0.026 0.095 0.125 332186.798
0.046 0.041 0.020 0.033 0.026 0.093 0.128 332216.825
0.043 0.039 0.018 0.038 0.026 0.093 0.129 332246.849
0.045 0.036 0.020 0.038 0.027 0.094 0.124 332276.850
0.045 0.039 0.021 0.034 0.028 0.094 0.134 332306.877
0.042 0.040 0.020 0.033 0.026 0.094 0.129 332336.904
0.042 0.038 0.020 0.033 0.027 0.093 0.137 332366.931
0.043 0.038 0.020 0.033 0.026 0.094 0.128 332396.958
0.043 0.040 0.018 0.034 0.025 0.093 0.131 332426.985
