0.132 0.073 0.150 0.131 0.077 0.115 0.124 280290.831
0.131 0.076 0.144 0.126 0.076 0.121 0.116 280320.840
0.129 0.073 0.146 0.119 0.074 0.115 0.121 280350.857
0.129 0.074 0.138 0.128 0.074 0.122 0.122 280380.884
0.130 0.075 0.147 0.120 0.073 0.124 0.129 280410.911
0.130 0.080 0.153 0.128 0.073 0.116 0.125 280440.938
0.134 0.079 0.150 0.130 0.072 0.122 0.124 280470.953
0.127 0.077 0.156 0.119 0.073 0.115 0.123 280500.980
0.131 0.079 0.150 0.129 0.077 0.109 0.121 280531.007
0.127 0.078 0.159 0.131 0.074 0.127 0.136 280561.009
0.132 0.075 0.153 0.125 0.078 0.124 0.135 280591.036
0.128 0.080 0.150 0.128 0.077 0.120 0.127 280621.063
0.128 0.078 0.147 0.134 0.076 0.118 0.122 280651.072
0.133 0.079 0.154 0.132 0.076 0.118 0.124 280681.099
0.131 0.078 0.150 0.119 0.075 0.115 0.131 280711.126
0.137 0.082 0.148 0.130 0.074 0.124 0.127 280741.135
0.130 0.079 0.151 0.117 0.077 0.122 0.131 280771.153
0.131 0.073 0.148 0.130 0.073 0.126 0.130 280801.158
0.128 0.077 0.150 0.122 0.072 0.118 0.132 280831.185
