0.021 0.018 0.018 0.027 0.028 0.092 0.127 368054.463
0.024 0.019 0.021 0.030 0.027 0.094 0.129 368084.465
0.018 0.018 0.019 0.027 0.028 0.095 0.129 368114.492
0.019 0.018 0.018 0.027 0.027 0.095 0.133 368144.492
0.019 0.018 0.019 0.028 0.028 0.095 0.126 368174.492
0.021 0.017 0.020 0.029 0.028 0.095 0.133 368204.519
0.021 0.019 0.020 0.028 0.028 0.095 0.135 368234.546
0.019 0.017 0.020 0.029 0.029 0.095 0.134 368264.573
0.023 0.020 0.020 0.028 0.028 0.094 0.140 368294.576
0.021 0.019 0.021 0.030 0.028 0.095 0.143 368324.587
0.020 0.019 0.019 0.027 0.028 0.096 0.142 368354.614
0.020 0.019 0.020 0.028 0.028 0.097 0.139 368384.641
0.018 0.018 0.020 0.028 0.028 0.096 0.136 368414.644
0.021 0.019 0.023 0.028 0.028 0.095 0.136 368444.671
0.019 0.019 0.018 0.028 0.028 0.096 0.143 368474.698
0.019 0.019 0.018 0.028 0.028 0.096 0.147 368504.700
0.023 0.020 0.020 0.028 0.028 0.096 0.142 368534.727
0.021 0.019 0.020 0.028 0.028 0.096 0.141 368564.754
0.026 0.019 0.019 0.028 0.028 0.096 0.147 368594.771
