0.147 0.114 0.016 0.125 0.050 0.024 0.122 102431.071
0.148 0.109 0.018 0.118 0.051 0.024 0.130 102461.098
0.146 0.109 0.019 0.124 0.050 0.025 0.126 102491.108
0.140 0.106 0.019 0.133 0.053 0.025 0.132 102521.126
0.144 0.107 0.018 0.131 0.050 0.025 0.122 102551.149
0.144 0.108 0.018 0.130 0.050 0.024 0.121 102581.149
0.142 0.110 0.021 0.128 0.050 0.024 0.128 102611.176
0.150 0.114 0.021 0.141 0.050 0.024 0.124 102641.203
0.151 0.114 0.019 0.130 0.050 0.025 0.124 102671.230
0.146 0.117 0.019 0.128 0.050 0.025 0.122 102701.249
0.144 0.111 0.020 0.129 0.052 0.026 0.126 102731.276
0.144 0.113 0.018 0.124 0.050 0.024 0.126 102761.279
0.153 0.113 0.017 0.131 0.050 0.025 0.126 102791.306
0.142 0.112 0.018 0.129 0.055 0.025 0.129 102821.332
0.144 0.109 0.021 0.135 0.050 0.025 0.124 102851.359
0.144 0.110 0.018 0.142 0.052 0.025 0.131 102881.381
0.153 0.115 0.021 0.138 0.051 0.024 0.136 102911.408
0.154 0.116 0.020 0.131 0.048 0.024 0.133 102941.416
0.147 0.113 0.019 0.137 0.050 0.025 0.133 102971.420
