0.158 0.147 0.033 0.077 0.040 0.097 0.119 306089.298
0.151 0.151 0.033 0.081 0.041 0.100 0.130 306119.317
0.159 0.149 0.034 0.077 0.041 0.100 0.125 306149.342
0.157 0.143 0.037 0.077 0.041 0.099 0.129 306179.368
0.152 0.144 0.033 0.073 0.039 0.097 0.129 306209.371
0.163 0.151 0.037 0.084 0.041 0.098 0.130 306239.380
0.150 0.155 0.034 0.077 0.042 0.095 0.129 306269.407
0.146 0.148 0.039 0.078 0.042 0.105 0.124 306299.427
0.150 0.157 0.035 0.073 0.041 0.101 0.133 306329.447
0.156 0.141 0.036 0.074 0.041 0.100 0.127 306359.474
0.154 0.138 0.033 0.073 0.041 0.099 0.136 306389.501
0.158 0.130 0.040 0.077 0.041 0.101 0.130 306419.528
0.157 0.148 0.041 0.075 0.041 0.099 0.124 306449.531
0.150 0.144 0.032 0.084 0.041 0.100 0.132 306479.532
0.166 0.142 0.041 0.074 0.041 0.104 0.131 306509.558
0.154 0.145 0.031 0.077 0.042 0.099 0.134 306539.585
0.158 0.148 0.034 0.075 0.040 0.100 0.128 306569.612
0.156 0.148 0.039 0.077 0.039 0.099 0.129 306599.624
0.149 0.142 0.033 0.076 0.042 0.103 0.127 306629.640
