0.072 0.629 0.087 0.151 0.099 0.080 0.096 58792.339
0.056 0.540 0.116 0.155 0.102 0.067 0.094 58822.366
0.068 0.640 0.082 0.146 0.099 0.070 0.095 58852.385
0.073 0.635 0.097 0.146 0.094 0.070 0.093 58882.412
0.047 0.549 0.091 0.164 0.091 0.064 0.095 58912.424
0.049 0.370 0.121 0.155 0.104 0.075 0.095 58942.429
0.064 0.554 0.105 0.146 0.094 0.079 0.099 58972.436
0.048 0.443 0.133 0.150 0.094 0.074 0.097 59002.440
0.065 0.530 0.106 0.158 0.094 0.068 0.096 59032.466
0.050 0.626 0.112 0.149 0.095 0.067 0.098 59062.493
0.058 0.400 0.135 0.143 0.090 0.070 0.098 59092.513
0.062 0.391 0.099 0.146 0.090 0.071 0.095 59122.540
0.056 0.452 0.126 0.144 0.089 0.067 0.094 59152.565
0.053 0.343 0.104 0.152 0.090 0.063 0.095 59182.592
0.051 0.514 0.075 0.143 0.086 0.076 0.099 59212.619
0.048 0.488 0.094 0.149 0.086 0.067 0.097 59242.646
0.047 0.614 0.113 0.151 0.088 0.070 0.096 59272.673
0.055 0.458 0.098 0.158 0.094 0.065 0.098 59302.675
0.048 0.431 0.131 0.149 0.086 0.074 0.096 59332.693
