0.151 0.034 0.068 0.066 0.172 0.034 0.126 251419.849
0.143 0.035 0.062 0.065 0.169 0.036 0.126 251449.865
0.144 0.034 0.062 0.067 0.167 0.036 0.125 251479.877
0.145 0.033 0.066 0.068 0.169 0.036 0.123 251509.904
0.147 0.032 0.063 0.064 0.169 0.035 0.122 251539.922
0.149 0.031 0.063 0.068 0.169 0.035 0.129 251569.949
0.150 0.033 0.062 0.063 0.170 0.036 0.130 251599.965
0.147 0.033 0.063 0.070 0.170 0.034 0.126 251629.977
0.150 0.033 0.064 0.068 0.172 0.037 0.125 251660.002
0.144 0.038 0.064 0.072 0.169 0.037 0.121 251690.029
0.147 0.033 0.063 0.072 0.171 0.035 0.131 251720.056
0.145 0.031 0.061 0.066 0.173 0.036 0.129 251750.083
0.151 0.034 0.063 0.069 0.169 0.037 0.128 251780.098
0.146 0.032 0.064 0.068 0.166 0.037 0.131 251810.125
0.144 0.034 0.068 0.069 0.172 0.036 0.124 251840.152
0.148 0.033 0.064 0.066 0.169 0.037 0.131 251870.163
0.145 0.033 0.066 0.070 0.168 0.038 0.124 251900.167
0.154 0.034 0.069 0.069 0.169 0.039 0.124 251930.174
0.140 0.033 0.064 0.072 0.169 0.035 0.131 251960.177
