0.157 0.147 0.021 0.112 0.041 0.040 0.116 107747.334
0.160 0.143 0.018 0.117 0.042 0.038 0.117 107777.353
0.163 0.145 0.021 0.122 0.042 0.040 0.125 107807.380
0.164 0.156 0.019 0.122 0.041 0.037 0.123 107837.406
0.158 0.151 0.019 0.115 0.043 0.040 0.126 107867.408
0.158 0.155 0.021 0.130 0.042 0.040 0.117 107897.435
0.163 0.152 0.021 0.121 0.042 0.041 0.125 107927.450
0.163 0.149 0.020 0.123 0.041 0.040 0.129 107957.475
0.160 0.154 0.020 0.121 0.041 0.040 0.122 107987.476
0.163 0.148 0.020 0.119 0.042 0.040 0.127 108017.503
0.180 0.144 0.019 0.111 0.041 0.037 0.126 108047.530
0.165 0.152 0.020 0.117 0.039 0.040 0.129 108077.532
0.183 0.154 0.018 0.128 0.041 0.039 0.122 108107.558
0.166 0.155 0.018 0.122 0.042 0.043 0.125 108137.559
0.157 0.151 0.021 0.130 0.044 0.044 0.126 108167.586
0.175 0.154 0.021 0.125 0.042 0.042 0.126 108197.613
0.148 0.156 0.019 0.124 0.039 0.041 0.131 108227.623
0.161 0.150 0.020 0.122 0.042 0.044 0.139 108257.641
0.165 0.151 0.022 0.123 0.039 0.040 0.133 108287.654
