0.153 0.179 0.020 0.117 0.042 0.032 0.114 117064.346
0.169 0.168 0.020 0.108 0.042 0.033 0.118 117094.373
0.158 0.181 0.022 0.110 0.042 0.033 0.126 117124.389
0.156 0.180 0.019 0.113 0.038 0.032 0.124 117154.415
0.162 0.172 0.020 0.111 0.039 0.032 0.127 117184.420
0.159 0.166 0.021 0.103 0.040 0.032 0.125 117214.447
0.157 0.185 0.020 0.118 0.042 0.033 0.128 117244.474
0.154 0.167 0.021 0.109 0.042 0.033 0.133 117274.501
0.182 0.175 0.021 0.107 0.043 0.031 0.123 117304.520
0.155 0.177 0.020 0.114 0.041 0.031 0.128 117334.532
0.162 0.172 0.021 0.107 0.041 0.032 0.124 117364.559
0.168 0.180 0.019 0.107 0.041 0.032 0.128 117394.579
0.161 0.180 0.020 0.110 0.042 0.032 0.133 117424.606
0.160 0.186 0.020 0.110 0.042 0.031 0.126 117454.625
0.153 0.162 0.020 0.105 0.041 0.033 0.130 117484.633
0.170 0.177 0.021 0.115 0.042 0.032 0.128 117514.660
0.155 0.170 0.021 0.112 0.040 0.031 0.129 117544.676
0.161 0.170 0.020 0.110 0.041 0.034 0.140 117574.703
0.165 0.166 0.018 0.116 0.039 0.032 0.135 117604.730
