0.097 0.350 0.147 0.201 0.177 0.170 0.438 43404.242
0.094 0.383 0.116 0.208 0.166 0.168 0.419 43437.272
0.116 0.355 0.097 0.195 0.161 0.177 0.426 43470.284
0.093 0.324 0.105 0.209 0.168 0.177 0.426 43503.314
0.095 0.348 0.112 0.200 0.171 0.181 0.415 43536.324
0.091 0.347 0.097 0.191 0.169 0.168 0.429 43569.354
0.097 0.292 0.114 0.196 0.178 0.163 0.423 43602.371
0.094 0.314 0.078 0.191 0.173 0.169 0.422 43635.380
0.095 0.356 0.080 0.213 0.176 0.167 0.426 43668.410
0.096 0.307 0.117 0.199 0.176 0.170 0.410 43701.426
0.097 0.356 0.127 0.204 0.164 0.172 0.415 43734.456
0.094 0.359 0.113 0.205 0.177 0.170 0.422 43767.486
0.096 0.308 0.102 0.209 0.184 0.174 0.431 43800.516
0.097 0.368 0.091 0.194 0.172 0.163 0.416 43833.518
0.103 0.363 0.097 0.191 0.174 0.168 0.426 43866.548
0.095 0.375 0.141 0.205 0.178 0.168 0.427 43899.578
0.094 0.433 0.089 0.216 0.165 0.171 0.434 43932.608
0.096 0.352 0.091 0.213 0.175 0.182 0.427 43965.637
0.096 0.281 0.085 0.211 0.174 0.176 0.424 43998.667
