0.019 0.017 0.019 0.029 0.028 0.095 0.128 388084.625
0.019 0.019 0.020 0.029 0.028 0.096 0.132 388114.652
0.019 0.018 0.021 0.029 0.029 0.102 0.128 388144.670
0.019 0.017 0.019 0.028 0.028 0.101 0.132 388174.684
0.021 0.017 0.020 0.030 0.028 0.097 0.131 388204.710
0.019 0.016 0.021 0.028 0.028 0.099 0.129 388234.733
0.021 0.020 0.020 0.028 0.027 0.097 0.133 388264.760
0.019 0.018 0.020 0.029 0.029 0.096 0.135 388294.777
0.019 0.017 0.021 0.029 0.028 0.097 0.142 388324.804
0.021 0.019 0.021 0.028 0.028 0.100 0.136 388354.808
0.019 0.016 0.019 0.029 0.028 0.096 0.139 388384.835
0.021 0.019 0.020 0.029 0.029 0.100 0.127 388414.862
0.019 0.018 0.017 0.028 0.028 0.098 0.136 388444.889
0.020 0.018 0.019 0.029 0.029 0.097 0.140 388474.916
0.019 0.017 0.018 0.029 0.029 0.098 0.135 388504.931
0.018 0.018 0.020 0.029 0.028 0.100 0.132 388534.944
0.019 0.018 0.018 0.029 0.029 0.099 0.141 388564.966
0.022 0.019 0.019 0.030 0.028 0.105 0.138 388594.993
0.018 0.019 0.020 0.030 0.028 0.099 0.141 388625.020
