0.153 0.158 0.033 0.062 0.040 0.098 0.117 308101.994
0.155 0.142 0.035 0.065 0.042 0.101 0.119 308132.021
0.155 0.142 0.033 0.064 0.041 0.100 0.127 308162.037
0.165 0.158 0.033 0.058 0.041 0.098 0.124 308192.039
0.156 0.145 0.033 0.062 0.041 0.097 0.123 308222.042
0.169 0.149 0.035 0.067 0.041 0.099 0.128 308252.067
0.153 0.137 0.034 0.066 0.040 0.100 0.125 308282.075
0.159 0.144 0.031 0.062 0.040 0.099 0.127 308312.102
0.155 0.147 0.031 0.059 0.042 0.100 0.128 308342.129
0.155 0.140 0.033 0.060 0.041 0.101 0.133 308372.148
0.162 0.139 0.034 0.061 0.041 0.099 0.130 308402.163
0.147 0.141 0.032 0.060 0.041 0.100 0.132 308432.168
0.150 0.151 0.035 0.062 0.040 0.101 0.132 308462.195
0.153 0.144 0.033 0.062 0.041 0.099 0.126 308492.222
0.152 0.155 0.031 0.061 0.041 0.103 0.129 308522.246
0.164 0.156 0.032 0.063 0.041 0.101 0.126 308552.273
0.156 0.141 0.034 0.067 0.041 0.099 0.133 308582.289
0.147 0.152 0.034 0.064 0.041 0.102 0.128 308612.316
0.157 0.147 0.033 0.060 0.042 0.099 0.130 308642.328
