0.128 0.082 0.066 0.121 0.043 0.101 0.127 290184.362
0.121 0.084 0.057 0.121 0.044 0.100 0.124 290214.389
0.127 0.081 0.056 0.117 0.042 0.108 0.126 290244.402
0.121 0.080 0.053 0.123 0.043 0.097 0.132 290274.429
0.134 0.085 0.068 0.126 0.042 0.110 0.123 290304.456
0.125 0.079 0.060 0.115 0.044 0.098 0.121 290334.483
0.126 0.082 0.056 0.114 0.045 0.112 0.127 290364.492
0.131 0.078 0.059 0.121 0.044 0.099 0.124 290394.519
0.125 0.082 0.059 0.119 0.042 0.097 0.129 290424.532
0.130 0.083 0.058 0.125 0.042 0.107 0.131 290454.532
0.128 0.086 0.053 0.125 0.043 0.105 0.133 290484.559
0.129 0.090 0.058 0.126 0.043 0.103 0.135 290514.586
0.124 0.081 0.056 0.129 0.043 0.110 0.127 290544.613
0.131 0.081 0.057 0.130 0.042 0.114 0.135 290574.640
0.129 0.082 0.058 0.123 0.042 0.106 0.135 290604.667
0.130 0.085 0.053 0.123 0.042 0.101 0.133 290634.681
0.127 0.090 0.058 0.131 0.043 0.102 0.129 290664.708
0.127 0.089 0.063 0.124 0.042 0.114 0.131 290694.716
0.134 0.085 0.054 0.127 0.043 0.107 0.142 290724.720
