0.128 0.076 0.159 0.121 0.115 0.108 0.116 277011.722
0.129 0.074 0.155 0.115 0.123 0.114 0.116 277041.749
0.127 0.079 0.155 0.130 0.116 0.114 0.114 277071.776
0.132 0.075 0.164 0.122 0.114 0.108 0.122 277101.780
0.134 0.077 0.166 0.128 0.114 0.115 0.128 277131.791
0.131 0.076 0.158 0.123 0.113 0.120 0.122 277161.817
0.135 0.077 0.173 0.123 0.116 0.117 0.126 277191.844
0.136 0.082 0.165 0.124 0.116 0.108 0.121 277221.871
0.129 0.075 0.162 0.117 0.115 0.117 0.127 277251.898
0.134 0.083 0.159 0.125 0.112 0.109 0.128 277281.921
0.133 0.076 0.164 0.116 0.108 0.115 0.125 277311.938
0.134 0.080 0.152 0.124 0.111 0.117 0.121 277341.965
0.130 0.079 0.165 0.121 0.107 0.125 0.122 277371.992
0.128 0.078 0.162 0.119 0.110 0.119 0.121 277401.997
0.130 0.079 0.164 0.128 0.106 0.118 0.131 277432.024
0.137 0.074 0.168 0.122 0.106 0.121 0.126 277462.051
0.128 0.083 0.152 0.105 0.106 0.117 0.125 277492.074
0.133 0.082 0.156 0.130 0.108 0.124 0.126 277522.083
0.142 0.075 0.168 0.132 0.108 0.122 0.134 277552.109
